message	phishing
Gana dinero desde casa con nuestro programa exclusivo. Regístrate aquí para comenzar.	1
Oye, ¿recuerdas el nombre de esa película de la que hablamos en Gmail?	0
Hola, un amigo en común mencionó que podrías ayudarme. ¿Me podrías dar tu detalles de pago?	1
Por tu seguridad, hemos detectado una actividad sospechosa. Sigue este enlace para verificar	1
¡Enhorabuena! Has sido seleccionado para nuestro sorteo exclusivo en Facebook. Regístrate ahora para reclamar tu premio	1
El envío de tu pedido detalles de pago. ¡Gracias por elegirnos!	0
Si no quieres perder más tiempo en trámites, Miguel es la persona que necesitas. Encuentra más sobre él en usuarioTelegram	1
Estamos lanzando una nueva app y nos gustaría que la pruebes. Visita este enlace para descargarla. Asegúrate de revisar los permisos	1
Tu tarjeta de biblioteca ha sido renovada por otro año.	0
Miguel ha sido una gran ayuda para mí. Si tienes problemas, contáctalo directamente en usuarioTelegram	1
Alguien está difundiendo rumores sobre ti en Facebook. Haz clic para ver lo que están diciendo	1
Oye, ¿todavía tienes esos boletos para el evento en Fibertel?	0
Por favor, confirma tu asistencia a la reunión de mañana. Saludos	0
Te escribo para recordarte sobre la reunión de mañana en Netflix. ¿Podrás asistir?	0
¡Hola! Estamos realizando una encuesta en Twitter y te hemos seleccionado. Sigue este enlace para completarla y podrías ganar un premio	1
¡Esa receta que compartiste en MercadoPago se ve deliciosa! ¿Puedes pasarme los detalles?	0
Hey, mira este enlace que encontré: Sigue este enlace. Es una historia increíble sobre ti. ¿Es cierto?	1
¿Has escuchado la nueva canción de Diego? Está genial	0
Conozco a alguien que te podría ayudar con ese trámite. Habla con Fernando en +54911XXXXXXX	1
¿Has escuchado la nueva canción de Miguel? Está genial	0
Tu tarjeta de crédito ha sido comprometida. Ingresa tus datos aquí para verificarla.	1
Hola, parece que tienes una factura pendiente con Amazon. Contáctame para ver los detalles	1
Descubrí esta nueva app en Twitter. Es asombrosa y creo que te encantará. Visita este enlace para echarle un vistazo	1
Tu suscripción a X está activa. No dudes en contactarnos	0
Si estás buscando una inversión segura con buenos retornos, esta es tu oportunidad. Visita este enlace para más información	1
Has sido seleccionado para recibir un regalo gratuito. Haz clic aquí para reclamarlo.	1
